id_argos,yyyy, mm, dd, hour, min, lon, lat,flag,position_status,battery_voltage,solar_current,boot_times,flood_level,avg_wind_int1,wind_gust1,wind_dir1,avg_wind_int2,avg_wind_gust2,avg_wind_dir2,spare1,spare2,spare3,spare4,spare5,spare6,spare7,avg_wind_int1_f2,wind_gust1_f2,wind_dir1_f2,temp_air,rel_humid,dew_point,pressure,sst,buoy_heading,clh,turb,avg_radiation,CM_int1,CM_dir1,CM_int2,CM_dir2,CM_int3,CM_dir3,HS,H_max,Tp,Mn_dir,Mn_spread,spare24,spare25
69152, 2019, 9, 28, 0, 6, -43.979, -23.475, 1, 0.0, 12.7, 0.0, 2.0, 0.0, 6.0, 7.0, 237.0, 6.0, 7.0, 243.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 0, 15, -43.981, -23.474, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 7.3, 8.9, 234.0, 21.1, 96.0, 20.5, 1018.2, 21.71, 288.0, 163.83, 1310.7, 1.09, 23.5, 74.0, 25.0, 82.0, 22.0, 88.0, 1.38, 1.99, 5.3, 228.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 0, 43, -43.98, -23.475, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 5.4, 6.9, 234.0, 21.1, 97.0, 20.6, 1019.4, 21.7, 282.0, 163.83, 1310.7, 1.21, 28.9, 54.0, 28.8, 53.0, 26.2, 56.0, 1.42, 2.32, 5.7, 228.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 1, 24, -43.981, -23.475, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 5.4, 6.9, 234.0, 21.1, 97.0, 20.6, 1019.4, 21.7, 282.0, 163.83, 1310.7, 1.21, 28.9, 54.0, 28.8, 53.0, 26.2, 56.0, 1.42, 2.32, 5.7, 228.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 1, 42, -43.985, -23.472, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 6.0, 7.6, 192.0, 21.0, 93.0, 19.9, 1019.6, 21.7, 240.0, 163.83, 1310.7, 0.84, 19.0, 42.0, 19.9, 50.0, 18.1, 56.0, 1.42, 2.12, 6.9, 225.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 1, 56, -43.985, -23.476, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 6.0, 7.6, 192.0, 21.0, 93.0, 19.9, 1019.6, 21.7, 240.0, 163.83, 1310.7, 0.84, 19.0, 42.0, 19.9, 50.0, 18.1, 56.0, 1.42, 2.12, 6.9, 225.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 1, 56, -43.985, -23.476, 1, 0.0, 12.7, 0.0, 4.0, 0.0, 6.0, 8.0, 192.0, 6.0, 8.0, 189.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 5, 56, -43.972, -23.477, 1, 0.0, 12.7, 0.0, 0.0, 0.0, 7.0, 8.0, 174.0, 7.0, 9.0, 174.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 7, 30, -43.982, -23.478, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.2, 6.3, 153.0, 19.5, 96.0, 18.9, 1018.6, 21.61, 204.0, 163.83, 1310.7, -2.54, 7.5, 29.0, 9.0, 62.0, 9.4, 69.0, 1.29, 1.79, 7.7, 183.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 7, 36, -43.98, -23.476, 1, 0.0, 12.6, 0.0, 2.0, 0.0, 0.0, 0.0, 198.0, 2.0, 2.0, 183.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 8, 10, -43.978, -23.474, 1, 0.0, 12.6, 0.0, 2.0, 0.0, 0.0, 0.0, 198.0, 2.0, 2.0, 183.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 9, 13, -43.981, -23.479, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 0.0, 0.2, 198.0, 20.0, 94.0, 19.1, 1018.8, 21.6, 255.0, 163.83, 1310.7, -2.58, 4.8, 94.0, 7.9, 117.0, 8.6, 123.0, 1.2, 1.99, 7.7, 177.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 9, 15, -43.98, -23.478, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 0.0, 0.2, 198.0, 20.0, 94.0, 19.1, 1018.8, 21.6, 255.0, 163.83, 1310.7, -2.58, 4.8, 94.0, 7.9, 117.0, 8.6, 123.0, 1.2, 1.99, 7.7, 177.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 9, 38, -43.981, -23.481, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 0.2, 1.2, 312.0, 20.2, 95.0, 19.4, 1019.4, 21.58, 300.0, 163.83, 1310.7, -2.98, 7.3, 120.0, 9.2, 142.0, 16.9, 119.0, 1.22, 1.76, 8.0, 168.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 9, 47, -43.986, -23.474, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.1, 6.5, 291.0, 19.9, 97.0, 19.4, 1020.1, 21.58, 321.0, 163.83, 1310.7, 3.75, 16.6, 136.0, 17.8, 143.0, 23.3, 131.0, 1.2, 1.63, 7.7, 177.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 10, 9, -43.981, -23.477, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 0.2, 1.2, 312.0, 20.2, 95.0, 19.4, 1019.4, 21.58, 300.0, 163.83, 1310.7, -2.98, 7.3, 120.0, 9.2, 142.0, 16.9, 119.0, 1.22, 1.76, 8.0, 168.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 10, 47, -43.978, -23.474, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.1, 6.5, 291.0, 19.9, 97.0, 19.4, 1020.1, 21.58, 321.0, 163.83, 1310.7, 3.75, 16.6, 136.0, 17.8, 143.0, 23.3, 131.0, 1.2, 1.63, 7.7, 177.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 10, 55, -43.99, -23.468, 1, 0.0, 12.8, 0.0, 5.0, 0.0, 1.0, 3.0, 153.0, 3.0, 4.0, 108.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 11, 14, -43.985, -23.475, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 0.7, 2.6, 153.0, 19.4, 96.0, 18.8, 1020.8, 21.56, 177.0, 163.83, 1310.7, 58.81, 18.4, 111.0, 21.9, 119.0, 23.2, 111.0, 1.72, 2.59, 7.4, 192.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 11, 19, -43.982, -23.476, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 0.7, 2.6, 153.0, 19.4, 96.0, 18.8, 1020.8, 21.56, 177.0, 163.83, 1310.7, 58.81, 18.4, 111.0, 21.9, 119.0, 23.2, 111.0, 1.72, 2.59, 7.4, 192.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 11, 19, -43.982, -23.476, 1, 0.0, 13.0, 0.0, 6.0, 0.0, 3.0, 6.0, 192.0, 4.0, 6.0, 174.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 11, 42, -43.979, -23.477, 1, 0.0, 13.0, 0.0, 6.0, 0.0, 3.0, 6.0, 192.0, 4.0, 6.0, 174.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 12, 27, -43.979, -23.475, 1, 0.0, 13.6, 0.0, 7.0, 0.0, 2.0, 5.0, 168.0, 4.0, 5.0, 156.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 12, 59, -43.984, -23.476, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 2.8, 5.9, 192.0, 19.0, 100.0, 19.0, 1021.7, 21.55, 237.0, 163.83, 1310.7, 57.85, 15.8, 107.0, 22.3, 112.0, 26.5, 110.0, 1.85, 2.76, 6.9, 213.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 13, 0, -43.983, -23.475, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 2.8, 5.9, 192.0, 19.0, 100.0, 19.0, 1021.7, 21.55, 237.0, 163.83, 1310.7, 57.85, 15.8, 107.0, 22.3, 112.0, 26.5, 110.0, 1.85, 2.76, 6.9, 213.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 13, 28, -43.984, -23.477, 1, 0.0, 13.8, 0.0, 5.0, 0.0, 6.0, 7.0, 141.0, 6.0, 8.0, 159.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 13, 28, -43.984, -23.477, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 5.9, 7.1, 141.0, 20.9, 80.0, 17.3, 1019.4, 21.58, 111.0, 163.83, 1310.7, 219.56, 35.6, 133.0, 34.6, 122.0, 30.3, 122.0, 2.0, 2.81, 7.1, 195.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 13, 28, -43.984, -23.477, 1, 0.0, 13.5, 0.0, 0.0, 0.0, 2.0, 5.0, 174.0, 4.0, 5.0, 168.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 13, 28, -43.984, -23.477, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 2.1, 4.7, 174.0, 18.9, 100.0, 18.9, 1022.2, 21.56, 222.0, 163.83, 1310.7, 99.19, 12.2, 75.0, 23.3, 98.0, 30.7, 99.0, 1.91, 2.84, 7.1, 213.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 20, 7, -43.986, -23.478, 1, 0.0, 13.8, 0.0, 6.0, 0.0, 6.0, 8.0, 141.0, 7.0, 8.0, 156.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 20, 17, -43.984, -23.476, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 5.3, 7.2, 189.0, 20.8, 80.0, 17.2, 1019.4, 21.59, 210.0, 163.83, 1310.7, 21.97, 35.0, 118.0, 41.6, 112.0, 42.2, 113.0, 1.82, 2.9, 7.7, 192.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 20, 41, -43.979, -23.473, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 6.4, 7.7, 141.0, 20.8, 80.0, 17.3, 1019.4, 21.58, 108.0, 163.83, 1310.7, 81.73, 36.0, 123.0, 40.7, 122.0, 39.7, 120.0, 2.09, 3.29, 8.0, 201.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 21, 42, -43.982, -23.476, 1, 0.0, 12.8, 0.0, 0.0, 0.0, 5.0, 7.0, 171.0, 6.0, 7.0, 147.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 22, 1, -43.984, -23.484, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 5.2, 7.0, 171.0, 20.8, 80.0, 17.2, 1019.8, 21.61, 207.0, 163.83, 1310.7, 0.64, 35.0, 104.0, 38.1, 103.0, 38.3, 105.0, 2.01, 3.29, 8.0, 201.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 22, 9, -43.979, -23.481, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 5.2, 7.0, 171.0, 20.8, 80.0, 17.2, 1019.8, 21.61, 207.0, 163.83, 1310.7, 0.64, 35.0, 104.0, 38.1, 103.0, 38.3, 105.0, 2.01, 3.29, 8.0, 201.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 22, 23, -43.98, -23.476, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 5.2, 7.0, 171.0, 20.8, 80.0, 17.2, 1019.8, 21.61, 207.0, 163.83, 1310.7, 0.64, 35.0, 104.0, 38.1, 103.0, 38.3, 105.0, 2.01, 3.29, 8.0, 201.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 22, 40, -43.98, -23.475, 1, 0.0, 12.7, 0.0, 1.0, 0.0, 4.0, 7.0, 150.0, 6.0, 7.0, 132.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 23, 19, -43.983, -23.475, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.4, 6.8, 150.0, 20.8, 79.0, 17.1, 1020.1, 21.61, 198.0, 163.83, 1310.7, -0.93, 34.1, 94.0, 40.5, 93.0, 39.4, 97.0, 1.82, 3.0, 7.7, 198.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 23, 50, -43.981, -23.474, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 3.7, 5.7, 129.0, 20.8, 78.0, 16.9, 1020.5, 21.59, 198.0, 163.83, 1310.7, -1.34, 31.6, 104.0, 43.7, 96.0, 44.3, 95.0, 1.7, 2.5, 8.0, 195.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 23, 52, -43.981, -23.477, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.4, 6.8, 150.0, 20.8, 79.0, 17.1, 1020.1, 21.61, 198.0, 163.83, 1310.7, -0.93, 34.1, 94.0, 40.5, 93.0, 39.4, 97.0, 1.82, 3.0, 7.7, 198.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 28, 23, 57, -43.983, -23.477, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.4, 6.8, 150.0, 20.8, 79.0, 17.1, 1020.1, 21.61, 198.0, 163.83, 1310.7, -0.93, 34.1, 94.0, 40.5, 93.0, 39.4, 97.0, 1.82, 3.0, 7.7, 198.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 29, 0, 22, -43.979, -23.477, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.4, 6.8, 150.0, 20.8, 79.0, 17.1, 1020.1, 21.61, 198.0, 163.83, 1310.7, -0.93, 34.1, 94.0, 40.5, 93.0, 39.4, 97.0, 1.82, 3.0, 7.7, 198.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 29, 1, 1, -43.978, -23.477, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 3.7, 5.7, 129.0, 20.8, 78.0, 16.9, 1020.5, 21.59, 198.0, 163.83, 1310.7, -1.34, 31.6, 104.0, 43.7, 96.0, 44.3, 95.0, 1.7, 2.5, 8.0, 195.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 29, 1, 30, -43.983, -23.471, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 3.1, 5.0, 120.0, 20.8, 78.0, 16.9, 1020.7, 21.54, 204.0, 163.83, 1310.7, -1.09, 30.7, 97.0, 37.4, 94.0, 40.7, 91.0, 1.97, 2.9, 7.7, 198.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 29, 1, 34, -43.983, -23.474, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.0, 6.1, 117.0, 20.8, 78.0, 16.8, 1020.5, 21.49, 183.0, 163.83, 1310.7, -1.27, 25.8, 88.0, 35.7, 84.0, 35.9, 81.0, 1.76, 3.33, 7.7, 186.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 29, 1, 55, -43.983, -23.479, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.0, 6.1, 117.0, 20.8, 78.0, 16.8, 1020.5, 21.49, 183.0, 163.83, 1310.7, -1.27, 25.8, 88.0, 35.7, 84.0, 35.9, 81.0, 1.76, 3.33, 7.7, 186.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 29, 1, 55, -43.983, -23.479, 1, 0.0, 12.7, 0.0, 4.0, 0.0, 4.0, 6.0, 117.0, 5.0, 7.0, 120.0, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, 50.1, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 29, 1, 55, -43.983, -23.479, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.7, 6.1, 108.0, 20.6, 80.0, 17.0, 1018.2, 21.34, 165.0, 163.83, 1310.7, -2.39, 17.1, 112.0, 18.5, 94.0, 16.6, 92.0, 1.9, 2.86, 8.0, 186.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 29, 7, 19, -43.98, -23.477, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.2, 6.2, 114.0, 20.6, 81.0, 17.2, 1017.5, 21.34, 168.0, 163.83, 1310.7, -2.39, 15.4, 121.0, 17.3, 108.0, 16.0, 100.0, 1.99, 3.24, 11.8, 186.0, -99999.0, -99999.0, -99999.0
69152, 2019, 9, 29, 7, 46, -43.976, -23.474, 2, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, -99999.0, 4.7, 5.8, 99.0, 20.6, 79.0, 16.9, 1017.4, 21.37, 141.0, 163.83, 1310.7, -1.4, 19.8, 135.0, 17.2, 126.0, 11.6, 104.0, 2.1, 3.19, 12.5, 186.0, -99999.0, -99999.0, -99999.0
